Record_ID,Device_ID,Location,Timestamp_UTC,Soil_Moisture_Percent,Soil_pH_Level,Soil_Temperature_DS18B20_C,Air_Temperature_DHT22_C,Air_Humidity_DHT22_Percent,Sunlight_LDR_ADC_12bit,Air_Quality_MQ135_ppm,Soil_Nitrogen_mg_per_kg,Data_Quality_Flag
1019,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 10:00,54.06,6.61,26.98,30.59,57.74,3423,222.69,69.22,Valid
1020,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 11:00,56.28,6.64,27.42,31.39,56.62,3704,218.97,67.71,Valid
1021,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 12:00,55.88,6.69,28.04,32.04,58.47,3800,216.27,67.01,Valid
1022,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 13:00,55.33,6.7,28.11,31.92,58.51,3704,219.81,70.16,Valid
1023,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 14:00,55.55,6.67,27.73,31.07,59.44,3423,218.46,65.71,Valid
1024,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 15:00,55.5,6.68,26.82,30.15,61.85,2970,216.18,69.27,Valid
1025,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 16:00,54.28,6.61,25.28,28.72,64.25,2369,214.44,67.09,Valid
1026,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 17:00,54.67,6.71,24.68,26.78,68.95,1648,208.45,68.54,Valid
1027,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 18:00,54.46,6.63,23.06,24.96,68.72,845,198.86,67.58,Valid
1028,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 19:00,54.51,6.68,22.38,23.53,73.72,150,192.69,68.49,Valid
1029,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 20:00,52.8,6.64,22.2,19.73,75.25,2,193.92,68.68,Valid
1030,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 21:00,54.2,6.66,21.94,20.69,73.59,15,196.01,67.51,Valid
1031,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 22:00,52.38,6.73,21.82,20.75,74.27,13,195.14,66.37,Valid
1032,ESP32-FARM-01,Ideal_Growth_Field,12-02-2026 23:00,53.11,6.63,21.58,19.95,75.79,18,196.3,68.01,Valid
1033,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 00:00,53.9,6.6,22.1,20,75.84,10,196.96,66.84,Valid
1034,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 01:00,54.42,6.61,22.12,20.53,75.74,1,195.69,68.54,Valid
1035,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 02:00,54.15,6.64,21.9,19.46,75.72,12,193.38,66.53,Valid
1036,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 03:00,53.72,6.61,22.13,19.96,74.38,11,192.18,66.7,Valid
1037,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 04:00,54.2,6.63,21.92,19.57,74.89,24,199.34,67.09,Valid
1038,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 05:00,54.36,6.6,22.79,22.52,72.74,150,193.26,67.7,Valid
1039,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 06:00,53.95,6.63,23.17,24.73,71.79,845,202.26,68.74,Valid
1040,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 07:00,54.6,6.62,24.49,26.17,67.64,1648,205.49,68.87,Valid
1041,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 08:00,56.13,6.66,25.59,28.94,63.94,2369,212.88,66.63,Valid
1042,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 09:00,56.41,6.64,26.73,30.17,62.3,2970,206.93,67.96,Valid
1043,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 10:00,55.82,6.66,27.66,31.08,58.67,3423,216.38,69.34,Valid
1044,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 11:00,56.11,6.6,27.59,31.35,56.89,3704,218.96,67.16,Valid
1045,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 12:00,53.64,6.63,28.14,32.01,56.91,3800,221.64,69.09,Valid
1046,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 13:00,56.31,6.64,27.51,31.44,57.37,3704,214.14,65.54,Valid
1047,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 14:00,55.08,6.64,27.55,31.35,60.24,3423,215.03,67.32,Valid
1048,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 15:00,54.34,6.63,26.86,29.93,59.55,2970,214.46,67.37,Valid
1049,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 16:00,54.87,6.68,25.83,29.11,62.87,2369,216.2,68.18,Valid
1050,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 17:00,54.77,6.65,25.27,26.76,66,1648,202.74,66.86,Valid
1051,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 18:00,55.06,6.6,23.15,25.4,70.96,845,201.91,68.9,Valid
1052,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 19:00,53.8,6.67,22.13,23.06,74.71,150,201.97,68.85,Valid
1053,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 20:00,54.22,6.62,22.48,19.5,74.52,6,196.7,68.47,Valid
1054,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 21:00,56,6.59,21.87,19.31,73.52,16,197.75,67.98,Valid
1055,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 22:00,55.21,6.65,22.12,19.86,76.81,13,196.15,70.77,Valid
1056,ESP32-FARM-01,Ideal_Growth_Field,13-02-2026 23:00,53.15,6.71,21.78,19.6,75.31,2,199.24,69.09,Valid
1057,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 00:00,51.97,6.69,22.11,20,75.21,16,192.9,71.09,Valid
1058,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 01:00,52.91,6.64,22.45,19.21,75.41,4,193.76,68.33,Valid
1059,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 02:00,52.94,6.69,21.84,20.12,75.47,11,195.13,67.37,Valid
1060,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 03:00,53.7,6.66,22.41,19.82,74.65,13,190.72,65.73,Valid
1061,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 04:00,54.68,6.72,21.73,20.46,76.35,12,199.76,68.41,Valid
1062,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 05:00,55.37,6.65,22.63,23.91,72.25,150,204.48,67.47,Valid
1063,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 06:00,53.96,6.61,24.04,24.12,70.88,845,197.67,68.12,Valid
1064,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 07:00,56.11,6.64,25.21,27.08,67.84,1648,206.32,66.78,Valid
1065,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 08:00,54.08,6.75,25.97,27.68,63.9,2369,210.57,69.22,Valid
1066,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 09:00,55.07,6.68,26.45,29.77,62.13,2970,217.81,68.1,Valid
1067,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 10:00,54.1,6.72,27.42,31.74,58.31,3423,216.88,68.9,Valid
1068,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 11:00,55.93,6.58,27.83,31.62,57.21,3704,216.53,68.6,Valid
1069,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 12:00,53.81,6.63,27.77,31.51,57.27,3800,222.62,66.94,Valid
1070,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 13:00,54.63,6.75,27.97,31.62,56.83,3704,220.15,68.47,Valid
1071,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 14:00,53.75,6.66,27.48,30.77,58.59,3423,218.11,69.14,Valid
1072,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 15:00,54.64,6.65,26.71,29.47,61.05,2970,212.4,67.3,Valid
1073,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 16:00,56.11,6.64,25.99,27.99,64.26,2369,205.52,68.76,Valid
1074,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 17:00,54.86,6.73,24.53,27.28,67.27,1648,208.07,67.38,Valid
1075,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 18:00,53.23,6.6,23.53,25.24,69.53,845,203.33,66.38,Valid
1076,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 19:00,53.04,6.64,22.1,23.56,74.89,150,192.44,68.21,Valid
1077,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 20:00,54,6.68,21.89,19.98,74.58,22,191.39,68.56,Valid
1078,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 21:00,52.62,6.65,21.82,19.23,76.84,22,191.46,66.83,Valid
1079,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 22:00,53.22,6.72,22.21,19.59,76.31,11,197.09,68.02,Valid
1080,ESP32-FARM-01,Ideal_Growth_Field,14-02-2026 23:00,53.57,6.58,22.25,19.71,73.73,12,193.4,66.77,Valid
1081,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 00:00,52.3,6.66,21.89,20.67,74.58,16,189.43,69.2,Valid
1082,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 01:00,52,6.7,21.91,19.34,75.92,19,193.7,68.01,Valid
1083,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 02:00,52.5,6.7,21.96,19.76,75.65,11,195.66,69.57,Valid
1084,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 03:00,53.59,6.64,22.31,19.72,73.26,8,194.76,68.36,Valid
1085,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 04:00,53.09,6.55,21.62,19.6,76.3,17,197.98,66.52,Valid
1086,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 05:00,53.62,6.65,21.7,23.53,74.43,150,198.82,67.02,Valid
1087,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 06:00,53.66,6.6,23.18,24.98,70.99,845,200.69,69.79,Valid
1088,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 07:00,53.82,6.66,24.93,27.03,66.96,1648,204.83,67.07,Valid
1089,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 08:00,54.23,6.62,25.7,28.82,61.28,2369,210.84,65.81,Valid
1090,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 09:00,53.72,6.64,26.84,30.61,60.76,2970,213.35,71.28,Valid
1091,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 10:00,55.4,6.63,26.88,30.79,58.61,3423,220.99,67.34,Valid
1092,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 11:00,53.2,6.67,27.71,32.28,57.79,3704,219.94,66.91,Valid
1093,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 12:00,54.15,6.64,27.91,32.02,57.46,3800,216.29,70.01,Valid
1094,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 13:00,56.13,6.62,28.01,31.36,57.1,3704,218.55,67.71,Valid
1095,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 14:00,54.33,6.58,27.61,31.92,59.01,3423,221.55,70.51,Valid
1096,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 15:00,55.86,6.65,26.33,29.35,59.66,2970,216.67,68.33,Valid
1097,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 16:00,53.68,6.61,25.34,28.63,62.82,2369,211.93,68.1,Valid
1098,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 17:00,54.53,6.68,25.35,27.19,68.54,1648,209.02,70.33,Valid
1099,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 18:00,54.5,6.71,23,25.09,71.16,845,198.36,68.56,Valid
1100,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 19:00,53.59,6.63,21.98,23.75,74.32,150,192.63,67.99,Valid
1101,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 20:00,54.08,6.7,22.17,20.03,75.93,2,194.59,65.12,Valid
1102,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 21:00,54.79,6.68,22.01,20.32,74.67,0,195.9,66.82,Valid
1103,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 22:00,52.8,6.63,21.99,19.87,76.05,6,193.15,68.21,Valid
1104,ESP32-FARM-01,Ideal_Growth_Field,15-02-2026 23:00,53.86,6.7,21.75,19.98,74.98,22,194.02,70.14,Valid
1105,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 00:00,52.56,6.67,21.97,20.53,73.46,3,199.03,68.36,Valid
1106,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 01:00,54.29,6.59,21.91,20.34,76.28,1,195.17,67.29,Valid
1107,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 02:00,53.82,6.73,22.17,20.62,74.2,4,199.63,65.35,Valid
1108,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 03:00,53.04,6.65,22.07,20.28,75.86,20,190.92,67.25,Valid
1109,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 04:00,54.12,6.62,22.44,21.38,74.53,21,191.52,66.94,Valid
1110,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 05:00,54.6,6.64,22.72,22.84,75.3,150,194.26,69.39,Valid
1111,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 06:00,53.55,6.62,23.24,24.72,68.96,845,205.01,68.69,Valid
1112,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 07:00,55.05,6.65,24.74,27.08,68.21,1648,203.72,70.34,Valid
1113,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 08:00,55.84,6.67,25.52,29.1,64.73,2369,209.11,67.68,Valid
1114,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 09:00,56.04,6.64,26.38,30.24,61.94,2970,216.57,69.66,Valid
1115,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 10:00,55.62,6.67,27.38,31.55,61.55,3423,219.73,68.06,Valid
1116,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 11:00,55.36,6.7,27.82,32.04,56.05,3704,219.95,65.23,Valid
1117,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 12:00,54.24,6.65,27.5,31.57,57.93,3800,219.77,64.76,Valid
1118,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 13:00,54.56,6.64,28.03,32.31,59.33,3704,219.19,66.18,Valid
1119,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 14:00,55.93,6.65,27.6,30.69,58.15,3423,215.71,69.24,Valid
1120,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 15:00,55.81,6.65,26.65,30.38,60.96,2970,217.37,65.71,Valid
1121,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 16:00,55.1,6.6,26.08,28.55,64.75,2369,209.49,68.87,Valid
1122,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 17:00,53.77,6.58,25.1,26.67,69.41,1648,205.17,68.47,Valid
1123,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 18:00,55.91,6.64,23.23,25.52,72.31,845,198.03,67.32,Valid
1124,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 19:00,54.36,6.67,22.74,23.34,73.92,150,198.71,66.53,Valid
1125,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 20:00,55.69,6.7,21.43,20.34,75.48,0,197.19,69.09,Valid
1126,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 21:00,53.76,6.69,21.79,19.94,76.6,0,189.9,67.93,Valid
1127,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 22:00,54.66,6.66,21.93,20.19,75.82,6,191.87,66.32,Valid
1128,ESP32-FARM-01,Ideal_Growth_Field,16-02-2026 23:00,54.77,6.59,22.03,19.56,77.34,1,195.77,67.04,Valid
1129,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 00:00,52.59,6.58,22.31,20.22,75.08,14,195.98,68.53,Valid
1130,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 01:00,51.83,6.61,22.43,19.89,74.98,10,195.63,65.68,Valid
1131,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 02:00,53.36,6.67,21.74,20.01,75.48,23,198.4,69.31,Valid
1132,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 03:00,54.14,6.65,22.1,20.02,72.97,7,192.73,70.56,Valid
1133,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 04:00,53.51,6.69,22.15,19.95,75.35,19,191.47,65.61,Valid
1134,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 05:00,53.55,6.6,21.93,23.6,74.15,150,196.58,70.17,Valid
1135,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 06:00,53.38,6.65,23.42,25.66,70.83,845,197.21,66.74,Valid
1136,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 07:00,53.59,6.64,25.01,27.47,66.75,1648,205.83,68.09,Valid
1137,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 08:00,53.7,6.65,25.94,28.25,65.97,2369,209.84,68.01,Valid
1138,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 09:00,55.41,6.69,27.39,30.14,60.9,2970,213.28,69.17,Valid
1139,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 10:00,54.34,6.63,27.23,31.46,57.87,3423,213.53,68.32,Valid
1140,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 11:00,55.49,6.73,28.04,31.51,56.22,3704,218.09,68.08,Valid
1141,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 12:00,53.8,6.6,27.74,32.24,59.54,3800,222.47,67.64,Valid
1142,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 13:00,54.28,6.61,27.71,32.24,58.13,3704,219.38,72.04,Valid
1143,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 14:00,55.14,6.69,27.68,31.69,59.46,3423,219.16,66,Valid
1144,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 15:00,55.43,6.64,26.95,30.37,62.19,2970,206.19,65.51,Valid
1145,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 16:00,55.24,6.66,26.05,28.41,64.26,2369,214.98,68.33,Valid
1146,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 17:00,55.11,6.73,24.66,26.88,67.98,1648,209.44,69.88,Valid
1147,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 18:00,54.74,6.67,23.8,24.47,69.05,845,204.08,70.75,Valid
1148,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 19:00,54.14,6.64,22.45,23.16,74.65,150,194.15,68.57,Valid
1149,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 20:00,53.78,6.72,21.74,19.54,75.69,10,198.75,69.14,Valid
1150,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 21:00,53.59,6.71,22.56,19.67,74.87,21,193.69,69.49,Valid
1151,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 22:00,53.83,6.74,22.41,19.37,76.3,7,200.07,66.69,Valid
1152,ESP32-FARM-01,Ideal_Growth_Field,17-02-2026 23:00,54.08,6.64,21.99,20.05,72.31,7,197.12,68.39,Valid
1153,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 00:00,52.58,6.63,22.47,19.75,75.45,12,201.33,68.66,Valid
1154,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 01:00,53.38,6.66,22.36,20.67,77.1,16,191.8,66.79,Valid
1155,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 02:00,53.33,6.64,22.48,19.78,74.75,2,201.86,68.54,Valid
1156,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 03:00,52.45,6.66,21.69,19.95,74.75,6,191.61,66.94,Valid
1157,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 04:00,53.92,6.6,21.56,20.42,74.43,5,198.53,68.78,Valid
1158,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 05:00,54.1,6.63,22.21,23.35,74.75,150,194.98,67.7,Valid
1159,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 06:00,53.77,6.59,23.41,25.3,71.53,845,204.11,68.29,Valid
1160,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 07:00,55.22,6.62,24.55,27.18,65.1,1648,205.89,68.35,Valid
1161,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 08:00,53.97,6.72,25.67,29.11,62.89,2369,211.55,67.94,Valid
1162,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 09:00,54.76,6.64,26.98,30.51,60.68,2970,214.05,68.29,Valid
1163,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 10:00,55.53,6.59,27.66,31.11,61,3423,218.32,70.15,Valid
1164,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 11:00,54.74,6.61,27.7,32.22,55.28,3704,223.6,68.05,Valid
1165,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 12:00,55.2,6.64,27.88,31.85,58.23,3800,219.48,68.51,Valid
1166,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 13:00,55.65,6.67,27.65,31.35,57.88,3704,217.31,66.22,Valid
1167,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 14:00,53.76,6.68,27.65,30.95,62.64,3423,216.67,66.27,Valid
1168,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 15:00,54.13,6.65,26.87,30.3,61.06,2970,213.5,69.05,Valid
1169,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 16:00,53.61,6.6,26.14,28.51,63.44,2369,212.8,69.01,Valid
1170,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 17:00,53.94,6.63,24.81,27.32,68.31,1648,209.06,68.6,Valid
1171,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 18:00,54.52,6.62,23.16,24.76,69.87,845,200.1,68.6,Valid
1172,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 19:00,54.37,6.65,22.24,22.94,76.48,150,192,70.95,Valid
1173,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 20:00,55.1,6.72,21.8,20.1,74.64,1,199.49,66.67,Valid
1174,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 21:00,54.66,6.66,21.8,19.82,75.75,2,197.33,66.1,Valid
1175,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 22:00,53.97,6.63,22.47,20.17,74.27,0,195.35,67.66,Valid
1176,ESP32-FARM-01,Ideal_Growth_Field,18-02-2026 23:00,53.73,6.68,21.74,20.45,76.8,7,196.91,63.54,Valid
1177,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 00:00,53.8,6.69,22,20.04,77.05,2,194.76,70.73,Valid
1178,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 01:00,53.23,6.62,22.18,19.85,76.24,15,196.56,70.74,Valid
1179,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 02:00,52.09,6.61,21.6,20.39,77.37,12,195.94,70.89,Valid
1180,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 03:00,53.15,6.66,21.65,19.78,77.25,23,193.82,65.48,Valid
1181,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 04:00,53.62,6.7,22.17,19.75,74.93,1,194.18,68.28,Valid
1182,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 05:00,53.63,6.64,22.36,22.58,72.35,150,197.16,67.48,Valid
1183,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 06:00,54.39,6.63,23.3,24.96,72.11,845,204.03,67.43,Valid
1184,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 07:00,55.4,6.66,24.73,26.96,67.81,1648,207.07,70.03,Valid
1185,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 08:00,54.79,6.66,25.93,29.08,63.15,2369,210.5,67.98,Valid
1186,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 09:00,55.94,6.69,26.95,30.18,59.69,2970,211.68,67.27,Valid
1187,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 10:00,54.99,6.63,27.2,31.22,59.12,3423,211.1,68.12,Valid
1188,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 11:00,57.11,6.72,27.37,31.8,56.07,3704,217.95,69.77,Valid
1189,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 12:00,54.37,6.64,28.06,31.79,57,3800,218.19,68.64,Valid
1190,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 13:00,54.82,6.69,27.97,31.78,57.84,3704,221.85,69.67,Valid
1191,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 14:00,56.14,6.68,27.59,31.21,59.07,3423,215.93,66.07,Valid
1192,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 15:00,56.33,6.59,26.31,30.27,59.69,2970,216.58,67.29,Valid
1193,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 16:00,54.72,6.61,25.66,29.21,64.09,2369,206.43,67.59,Valid
1194,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 17:00,54.91,6.63,25.35,26.9,67.51,1648,210.3,66.14,Valid
1195,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 18:00,54.98,6.61,23.27,24.12,72.24,845,201.55,68.89,Valid
1196,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 19:00,55.12,6.6,22.46,24.1,72.48,150,195.33,70,Valid
1197,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 20:00,54.67,6.69,21.26,18.94,75.77,2,197.49,68.14,Valid
1198,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 21:00,54.13,6.66,21.89,20.38,75.02,20,189.95,67.64,Valid
1199,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 22:00,52.22,6.73,21.88,19.93,77.42,3,192.43,67.25,Valid
1200,ESP32-FARM-01,Ideal_Growth_Field,19-02-2026 23:00,54.11,6.67,22.19,19.96,73.79,16,194.6,69.55,Valid
1201,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 00:00,52.86,6.62,21.94,19.25,73.65,1,194.82,68.47,Valid
1202,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 01:00,53.14,6.62,22.19,19.56,74.13,2,199.21,67.96,Valid
1203,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 02:00,53.97,6.66,22.09,20.5,76.03,22,198.64,66.11,Valid
1204,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 03:00,52.26,6.68,22.35,20.63,75.07,16,194.99,68.68,Valid
1205,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 04:00,53.74,6.67,21.93,19.55,76.65,1,195.57,68.23,Valid
1206,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 05:00,53.33,6.61,22.27,23.49,71.69,150,195.13,66.67,Valid
1207,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 06:00,54.72,6.62,23.37,24.64,70.91,845,203.88,67.79,Valid
1208,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 07:00,54.35,6.59,24.59,27.39,67.24,1648,205.81,70.44,Valid
1209,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 08:00,54.12,6.7,25.34,28.87,63.5,2369,207.98,66.54,Valid
1210,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 09:00,55.8,6.64,26.33,30.6,63.68,2970,218.4,66.55,Valid
1211,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 10:00,54.52,6.69,26.74,30.99,57.89,3423,221.45,66.18,Valid
1212,ESP32-FARM-01,Ideal_Growth_Field,20-02-2026 11:00,55.75,6.59,27.38,31.97,57.27,3704,218.78,68.01,Valid
